metric_code,record_scope,kind,slot,logical_type,width_bytes,applicability,state_semantics,storage_action,occurrence_formula,aggregate_rule,failure_semantics,status
mv.outer.lower_present,outer_core,mv1,9,F64,8,same_complete_max_t_precondition_as_lower_bal,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.lower_absent,outer_core,mv1,10,F64,8,same_complete_max_t_precondition_as_lower_bal,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.truth_bal,outer_core,mv1,11,F64,8,outer_eligible_cell_static_truth;VALUE_independent_of_outer_estimability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.truth_present,outer_core,mv1,12,F64,8,outer_eligible_cell_static_truth;VALUE_independent_of_outer_estimability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.truth_absent,outer_core,mv1,13,F64,8,outer_eligible_cell_static_truth;VALUE_independent_of_outer_estimability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.fe_bal,outer_core,mv1,14,F64,8,outer_DGP_reached;VALUE_if_constrained_FE_fit_full_rank_and_finite,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.fe_present,outer_core,mv1,15,F64,8,outer_DGP_reached;VALUE_if_constrained_FE_fit_full_rank_and_finite,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.fe_absent,outer_core,mv1,16,F64,8,outer_DGP_reached;VALUE_if_constrained_FE_fit_full_rank_and_finite,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.max_t_critical,outer_core,mv1,17,F64,8,all_observed_and_9999_resampled_required_SEs_finite_and_positive;otherwise_SCIENTIFIC_UNDEFINED,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.fe_rank,outer_core,mv1,18,U16,8,outer_DGP_reached;VALUE_even_when_rank_deficient,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.fe_expected_rank,outer_core,mv1,19,U16,8,outer_DGP_reached;fixed_design_expectation,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_00_bal,outer_core,mv1,20,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_00_present,outer_core,mv1,21,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_00_absent,outer_core,mv1,22,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_01_bal,outer_core,mv1,23,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_01_present,outer_core,mv1,24,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_01_absent,outer_core,mv1,25,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_02_bal,outer_core,mv1,26,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_02_present,outer_core,mv1,27,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_02_absent,outer_core,mv1,28,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_03_bal,outer_core,mv1,29,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_03_present,outer_core,mv1,30,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_03_absent,outer_core,mv1,31,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_04_bal,outer_core,mv1,32,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_04_present,outer_core,mv1,33,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_04_absent,outer_core,mv1,34,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_05_bal,outer_core,mv1,35,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_05_present,outer_core,mv1,36,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_05_absent,outer_core,mv1,37,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_06_bal,outer_core,mv1,38,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_06_present,outer_core,mv1,39,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_06_absent,outer_core,mv1,40,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_07_bal,outer_core,mv1,41,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_07_present,outer_core,mv1,42,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_07_absent,outer_core,mv1,43,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_08_bal,outer_core,mv1,44,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_08_present,outer_core,mv1,45,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_08_absent,outer_core,mv1,46,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_09_bal,outer_core,mv1,47,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_09_present,outer_core,mv1,48,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.loo_reader_09_absent,outer_core,mv1,49,F64,8,outer_DGP_reached;VALUE_if_named_leave_one_reader_component_has_required_polarity_mean;independent_of_max_t_reachability,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.count_screen_present_assigned_present,outer_core,mv1,50,U64,8,outer_DGP_reached,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.count_screen_present_assigned_absent,outer_core,mv1,51,U64,8,outer_DGP_reached,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.count_screen_absent_assigned_present,outer_core,mv1,52,U64,8,outer_DGP_reached,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.count_screen_absent_assigned_absent,outer_core,mv1,53,U64,8,outer_DGP_reached,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.event_yield_present,outer_core,mv1,54,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=0;VALUE_bool_every_outer;success=n_present_VALUE_and_n_present>=108;finite_count_below_108=>false_only;DGP_not_reached=>false_and_bit15_status,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_yield_absent,outer_core,mv1,55,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=1;VALUE_bool_every_outer;success=n_absent_VALUE_and_n_absent>=108;finite_count_below_108=>false_only;DGP_not_reached=>false_and_bit15_status,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_q_bal,outer_core,mv1,56,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=2;VALUE_bool_every_outer;success=lower_bal_VALUE_and_lower_bal>0.10_strict;missing_required_mean_or_variance_nonpositive_or_nonfinite_observed_SE_or_unavailable_max_t_lower=>false_and_bit15_status;any_resampled_nonpositive_or_nonfinite_required_SE=>also_bit16_and_undefined_bootstrap_count_positive;finite_threshold_miss=>false_only,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_q_present,outer_core,mv1,57,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=3;VALUE_bool_every_outer;success=lower_present_VALUE_and_lower_present>0_strict;same_nonestimability_transition_as_q_bal;finite_threshold_miss=>false_only,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
mv.outer.event_q_absent,outer_core,mv1,58,BOOL,8,every_outer_identity;applicable_event_is_VALUE_bool_and_scientific_nonestimability_or_not_reached_is_false,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=4;VALUE_bool_every_outer;success=lower_absent_VALUE_and_lower_absent>0_strict;same_nonestimability_transition_as_q_bal;finite_threshold_miss=>false_only,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
